商品名,一般名詞,大分類,中分類,小分類（カテゴリ）,小分類（商品）,キーワード,店舗,価格（税込）,価格（税抜）,価格テキスト,JANコード,メーカー,在庫,画像URL,登録日時
キユーピー　ゼロ　ノンコレステロール　３１０ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', 'キユーピー', 'ノンコレステロール', '調味料', 'ドレッシング']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/81/4901577092381_th.jpg,2025-12-27T21:01:18.210498+00:00
キユーピー　マヨネーズ　２００ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'キユーピー', 'サラダ', 'パン']",ダイエーネットスーパー,278.64,258.0,本体¥258.0 / 税込¥278.64,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/92/0000049840292_th.jpg,2025-12-27T21:01:01.267388+00:00
キユーピー　マヨネーズ　４００ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'キユーピー', 'ドレッシング']",ダイエーネットスーパー,354.24,328.0,本体¥328.0 / 税込¥354.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/46/4901577075346_th.jpg,2025-12-27T21:01:04.000086+00:00
キユーピー　マヨネーズ　５０ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'キューピー', '50g']",ダイエーネットスーパー,105.84,98.0,本体¥98.0 / 税込¥105.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/31/0000049840131_th.jpg,2025-12-27T21:01:00.914781+00:00
キユーピー　マヨネーズ　６ｇミニパック　２０個入　　,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'キューピー', 'ミニパック']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/98/4901577033698_th.jpg,2025-12-27T21:01:03.32519+00:00
キユーピー　マヨネーズ　７００ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'キユーピー', 'ドレッシング']",ダイエーネットスーパー,645.84,598.0,本体¥598.0 / 税込¥645.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/66/4901577001666_th.jpg,2025-12-27T21:01:02.627823+00:00
トップバリュ　たまごを使わずに作ったマヨネーズタイプ　３１０ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', '卵不使用', 'トップバリュ']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/36/4549414447736_th.jpg,2025-12-27T21:01:18.591503+00:00
トップバリュ　フリーフロム　平飼いたまごのマヨネーズ　３００ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', 'たまご', '調味料', 'トップバリュ']",ダイエーネットスーパー,386.64,358.0,本体¥358.0 / 税込¥386.64,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/98/4549414452198_th.jpg,2025-12-27T21:01:18.952503+00:00
トップバリュ　ベストプライス　たまごのおいしさまるごとマヨネーズ　４．．．,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', 'たまご', 'トップバリュ']",ダイエーネットスーパー,267.84,248.0,本体¥248.0 / 税込¥267.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/72/4549414654172_th.jpg,2025-12-27T21:01:01.603887+00:00
味の素　ピュアセレクト　マヨネーズ　４００ｇ,マヨネーズ,食料品,調味料,マヨネーズ,マヨネーズ,"['マヨネーズ', '調味料', '食用油', '卵', '味の素']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/30/4901001114030_th.jpg,2025-12-27T21:01:01.954648+00:00
桃屋　辛さ増し増し香ばしラー油　１０５ｇ,ラー油,食料品,調味料,ラー油,ラー油,"['ラー油', '調味料', '香辛料', 'ごはんのお供']",ダイエーネットスーパー,429.84,398.0,本体¥398.0 / 税込¥429.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/08/4902880051508_th.jpg,2025-12-27T21:06:53.415839+00:00
桃屋　辛そうで辛くない少し辛いラー油　１１０ｇ,ラー油,食料品,調味料,ラー油,ラー油,"['ラー油', '調味料', 'ごはんのお供', '桃屋']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/79/4902880051379_th.jpg,2025-12-27T21:09:19.246638+00:00
丸大食品　酸辣湯　３００ｇ,酸辣湯,食料品,調味料,中華惣菜・スープ,中華惣菜・スープ,"['酸辣湯', '中華スープ', 'インスタントスープ', '惣菜', '丸大食品']",ダイエーネットスーパー,257.04,238.0,本体¥238.0 / 税込¥257.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/02/4902715790602_th.jpg,2025-12-27T20:02:41.104255+00:00
創味　シャンタン　やわらかタイプ　１２０ｇ,中華だし,食料品,調味料,中華調味料,中華調味料,"['シャンタン', '中華調味料', '鶏がら', 'スープの素']",ダイエーネットスーパー,462.24,428.0,本体¥428.0 / 税込¥462.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/50/4973918160950_th.jpg,2025-12-27T21:05:38.085793+00:00
創味　シャンタン　デラックス　２５０ｇ,中華だし,食料品,調味料,中華調味料,中華調味料,"['シャンタン', '中華調味料', '中華だし', '創味', '鶏がらスープ']",ダイエーネットスーパー,591.84,548.0,本体¥548.0 / 税込¥591.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/63/4973918157363_th.jpg,2025-12-27T21:05:37.626509+00:00
創味　シャンタン　粉末タイプ　５０ｇ,中華だし,食料品,調味料,中華調味料,中華調味料,"['シャンタン', '中華調味料', '鶏がら', 'だし', '万能調味料']",ダイエーネットスーパー,159.84,148.0,本体¥148.0 / 税込¥159.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/38/4973918165238_th.jpg,2025-12-27T21:05:38.392195+00:00
味の素　ＣｏｏｋＤｏ　クックドゥ　オイスターソース　２００ｇ,オイスターソース,食料品,調味料,中華調味料,中華調味料,"['オイスターソース', '中華調味料', 'CookDo', '味の素']",ダイエーネットスーパー,332.64,308.0,本体¥308.0 / 税込¥332.64,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/41/4901001360741_th.jpg,2025-12-27T21:05:34.079167+00:00
廣記商行　味覇　ウェイパァー　チューブ　１２５ｇ,中華調味料,食料品,調味料,中華調味料,中華調味料,"['ウェイパァー', '中華調味料', 'チューブ', '味覇']",ダイエーネットスーパー,483.84,448.0,本体¥448.0 / 税込¥483.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/54/4965078102154_th.jpg,2025-12-27T21:05:37.315532+00:00
Ｓ＆Ｂ　李錦記　パンダブランド　オイスターソース　１４０ｇ,オイスターソース,食料品,調味料,中華調味料,中華調味料,"['オイスターソース', '中華調味料', '李錦記', 'パンダブランド', 'Ｓ＆Ｂ']",ダイエーネットスーパー,224.64,208.0,本体¥208.0 / 税込¥224.64,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/49/0078895130249_th.jpg,2025-12-27T21:05:32.161347+00:00
Ｓ＆Ｂ　李錦記　豆鼓醤　チューブ　９０ｇ,豆鼓醤,食料品,調味料,中華調味料,中華調味料,"['豆鼓醤', '中華調味料', '李錦記', 'チューブ']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/95/0078895150995_th.jpg,2025-12-27T21:05:33.285988+00:00
トップバリュ　ベストプライス　ピザまん　３個入,ピザまん,食料品,調味料,冷凍ピザ,中華まん,"['ピザまん', '中華まん', '惣菜まん', '冷凍食品']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/50/4549414698350_th.jpg,2025-12-27T20:05:44.873138+00:00
トップバリュ　ベストプライス　フランスパンで作ったマルゲリータピザ　．．．,ピザ,食料品,調味料,冷凍ピザ,冷凍食品,"['ピザ', 'マルゲリータ', '冷凍ピザ', 'フランスパン']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/56/4549414696356_th.jpg,2025-12-27T20:05:50.527058+00:00
トレビ　ピッツア職人　ミニピザミックス　ベーコン＆ソーセージ　５枚入,ピザミックス,食料品,調味料,冷凍ピザ,製菓・製パン材料,"['ピザ', 'ミックス粉', '手作り', 'ベーコン', 'ソーセージ']",ダイエーネットスーパー,354.24,328.0,本体¥328.0 / 税込¥354.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/45/4904801381145_th.jpg,2025-12-27T20:06:00.136845+00:00
伊藤ハム　ピザガーデン　ベーコンピザ　１枚,ピザ,食料品,調味料,冷凍ピザ,冷凍食品,"['ピザ', '冷凍ピザ', '伊藤ハム', 'ベーコン', '軽食']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/26/4901231052126_th.jpg,2025-12-27T20:05:50.811571+00:00
伊藤ハム　ピザガーデン　マルゲリータ　１枚,ピザ,食料品,調味料,冷凍ピザ,冷凍食品・冷蔵食品,"['ピザ', 'マルゲリータ', '伊藤ハム', '冷凍ピザ', '冷蔵ピザ']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/33/4901231052133_th.jpg,2025-12-27T20:05:51.14867+00:00
伊藤ハム　ピザガーデン　濃厚チーズ　１枚,ピザ,食料品,調味料,冷凍ピザ,冷凍食品・惣菜,"['伊藤ハム', 'ピザ', 'チーズ', '冷凍ピザ', '濃厚チーズ']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/40/4901231052140_th.jpg,2025-12-27T20:05:51.498753+00:00
日本ハム　チルドベーカリー　とろけるチーズソースの包みピザ　ベーコン．．．,ピザ,食料品,調味料,冷凍ピザ,冷凍食品・チルド食品,"['ピザ', 'チルド', 'ベーコン', 'チーズ']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/76/4902115382476_th.jpg,2025-12-27T20:06:04.498632+00:00
日本ハム　ロールピザ　１個,ピザ,食料品,調味料,冷凍ピザ,冷凍食品,"['ピザ', '冷凍ピザ', '日本ハム', 'ロールピザ', '惣菜']",ダイエーネットスーパー,138.24,128.0,本体¥128.0 / 税込¥138.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/83/4902115382483_th.jpg,2025-12-27T20:06:04.853255+00:00
日本ハム　石窯工房ミニピッツァ　あら挽きソーセージ　３枚入,ピザ,食料品,調味料,冷凍ピザ,冷凍食品・惣菜,"['ピザ', '冷凍食品', '石窯工房', 'ミニピッツァ', '日本ハム']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/92/4902115382292_th.jpg,2025-12-27T20:05:51.964427+00:00
日本ハム　石窯工房ミニピッツァ　明太子チーズ　３枚入,ピザ,食料品,調味料,冷凍ピザ,冷凍食品,"['ピザ', '冷凍ピザ', 'ミニピッツァ', '日本ハム', '明太子チーズ']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/69/4902115401269_th.jpg,2025-12-27T20:05:52.595385+00:00
ミツカン　カンタン酢　１０００ｍｌ,合わせ調味料,食料品,調味料,合わせ調味料,合わせ調味料,"['カンタン酢', '調味料', '合わせ酢', 'ミツカン']",ダイエーネットスーパー,516.24,478.0,本体¥478.0 / 税込¥516.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/56/4902106662556_th.jpg,2025-12-27T20:59:49.263779+00:00
味の素　きょうの大皿　豚バラなす用　１００ｇ,合わせ調味料,食料品,調味料,合わせ調味料,合わせ調味料,"['豚バラなす', '味の素', 'きょうの大皿', '合わせ調味料']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/03/4901001258703_th.jpg,2025-12-27T21:04:21.21307+00:00
味の素　きょうの大皿　豚バラピーマン用　１００ｇ,合わせ調味料,食料品,調味料,合わせ調味料,合わせ調味料,"['豚バラピーマン', '味の素', 'きょうの大皿', '合わせ調味料']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/20/4901001377220_th.jpg,2025-12-27T21:04:22.518003+00:00
Ｓ＆Ｂ　菜館シーズニング　青菜の翡翠炒め　１２．４ｇ,合わせ調味料,食料品,調味料,合わせ調味料,合わせ調味料,"['調味料', '中華', '炒め物', 'シーズニング']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/18/4901002136918_th.jpg,2025-12-27T21:05:13.104532+00:00
ミツカン　カンタン酢　５００ｍｌ,合わせ酢,食料品,調味料,合わせ酢・ピクルス液,合わせ酢・ピクルス液,"['カンタン酢', '調味料', '合わせ酢', 'ミツカン']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/49/4902106662549_th.jpg,2025-12-27T20:59:48.929294+00:00
ひかり味噌　こだわってます　７５０ｇ,味噌,食料品,調味料,味噌,味噌,"['味噌', '調味料', '大豆', '発酵食品']",ダイエーネットスーパー,645.84,598.0,本体¥598.0 / 税込¥645.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/94/4902663002994_th.jpg,2025-12-27T20:58:58.774329+00:00
ひかり味噌　円熟こうじみそ　減塩　７５０ｇ,味噌,食料品,調味料,味噌,味噌,"['味噌', 'こうじみそ', '減塩', '調味料', 'みそ']",ダイエーネットスーパー,429.84,398.0,本体¥398.0 / 税込¥429.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/14/4902663010814_th.jpg,2025-12-27T20:59:08.342464+00:00
